global_position,window_id,dataset_day,day_position,attack_category,is_attack,split,model,segment_id,is_buffer,is_exception,allocation_reason,notes
1333,20170705_1939,Wednesday,358,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1334,20170705_1940,Wednesday,359,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1335,20170705_1941,Wednesday,360,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1336,20170705_1942,Wednesday,361,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1337,20170705_1943,Wednesday,362,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1338,20170705_1944,Wednesday,363,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1339,20170705_1945,Wednesday,364,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1340,20170705_1946,Wednesday,365,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1341,20170705_1947,Wednesday,366,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1342,20170705_1948,Wednesday,367,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1343,20170705_1949,Wednesday,368,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1344,20170705_1950,Wednesday,369,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1345,20170705_1951,Wednesday,370,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1346,20170705_1952,Wednesday,371,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1347,20170705_1953,Wednesday,372,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1348,20170705_1954,Wednesday,373,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1349,20170705_1955,Wednesday,374,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1350,20170705_1956,Wednesday,375,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1351,20170705_1957,Wednesday,376,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1352,20170705_1958,Wednesday,377,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1353,20170705_1959,Wednesday,378,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1354,20170705_2000,Wednesday,379,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1355,20170705_2001,Wednesday,380,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1356,20170705_2002,Wednesday,381,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1357,20170705_2003,Wednesday,382,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1358,20170705_2004,Wednesday,383,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1359,20170705_2005,Wednesday,384,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1360,20170705_2006,Wednesday,385,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1361,20170705_2007,Wednesday,386,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1362,20170705_2008,Wednesday,387,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1363,20170705_2009,Wednesday,388,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1364,20170705_2010,Wednesday,389,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1365,20170705_2011,Wednesday,390,BENIGN,0,validation,lstm,Wednesday_GAP_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1366,20170705_2012,Wednesday,391,ATTACK,1,validation,lstm,Wednesday_SEG_011,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1367,20170705_2013,Wednesday,392,BENIGN,0,validation,lstm,Wednesday_GAP_012,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1368,20170705_2014,Wednesday,393,ATTACK,1,validation,lstm,Wednesday_SEG_012,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1369,20170705_2015,Wednesday,394,BENIGN,0,validation,lstm,Wednesday_GAP_013,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1370,20170705_2016,Wednesday,395,ATTACK,1,validation,lstm,Wednesday_SEG_013,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1371,20170705_2017,Wednesday,396,BENIGN,0,validation,lstm,Wednesday_GAP_014,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1372,20170705_2018,Wednesday,397,ATTACK,1,validation,lstm,Wednesday_SEG_014,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1373,20170705_2019,Wednesday,398,BENIGN,0,validation,lstm,Wednesday_GAP_015,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1374,20170705_2020,Wednesday,399,ATTACK,1,validation,lstm,Wednesday_SEG_015,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1375,20170705_2021,Wednesday,400,BENIGN,0,validation,lstm,Wednesday_GAP_016,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1376,20170705_2022,Wednesday,401,ATTACK,1,validation,lstm,Wednesday_SEG_016,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1377,20170705_2023,Wednesday,402,BENIGN,0,validation,lstm,Wednesday_GAP_017,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1378,20170705_2024,Wednesday,403,ATTACK,1,validation,lstm,Wednesday_SEG_017,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1379,20170705_2025,Wednesday,404,BENIGN,0,validation,lstm,Wednesday_GAP_018,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1380,20170705_2026,Wednesday,405,ATTACK,1,validation,lstm,Wednesday_SEG_018,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1381,20170705_2027,Wednesday,406,BENIGN,0,validation,lstm,Wednesday_GAP_019,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1382,20170705_2028,Wednesday,407,ATTACK,1,validation,lstm,Wednesday_SEG_019,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1383,20170705_2029,Wednesday,408,BENIGN,0,validation,lstm,Wednesday_GAP_020,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1384,20170705_2030,Wednesday,409,ATTACK,1,validation,lstm,Wednesday_SEG_020,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1385,20170705_2031,Wednesday,410,BENIGN,0,validation,lstm,Wednesday_GAP_021,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1386,20170705_2032,Wednesday,411,ATTACK,1,validation,lstm,Wednesday_SEG_021,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1387,20170705_2033,Wednesday,412,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1388,20170705_2034,Wednesday,413,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1389,20170705_2035,Wednesday,414,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1390,20170705_2036,Wednesday,415,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1391,20170705_2037,Wednesday,416,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1392,20170705_2038,Wednesday,417,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1393,20170705_2039,Wednesday,418,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1394,20170705_2040,Wednesday,419,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1395,20170705_2041,Wednesday,420,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1396,20170705_2042,Wednesday,421,BENIGN,0,validation,lstm,Wednesday_GAP_022,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1397,20170705_2043,Wednesday,422,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1398,20170705_2044,Wednesday,423,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1399,20170705_2045,Wednesday,424,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1400,20170705_2046,Wednesday,425,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1401,20170705_2047,Wednesday,426,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1402,20170705_2048,Wednesday,427,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1403,20170705_2049,Wednesday,428,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1404,20170705_2050,Wednesday,429,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1405,20170705_2051,Wednesday,430,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1406,20170705_2052,Wednesday,431,BENIGN,0,buffer,lstm,Wednesday_GAP_022,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1407,20170705_2053,Wednesday,432,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1408,20170705_2054,Wednesday,433,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1409,20170705_2055,Wednesday,434,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1410,20170705_2056,Wednesday,435,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1411,20170705_2057,Wednesday,436,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1412,20170705_2058,Wednesday,437,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1413,20170705_2059,Wednesday,438,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1414,20170705_2100,Wednesday,439,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1415,20170705_2101,Wednesday,440,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1416,20170705_2102,Wednesday,441,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1417,20170705_2103,Wednesday,442,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1418,20170705_2104,Wednesday,443,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1419,20170705_2105,Wednesday,444,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1420,20170705_2106,Wednesday,445,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1421,20170705_2107,Wednesday,446,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1422,20170705_2108,Wednesday,447,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1423,20170705_2109,Wednesday,448,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1424,20170705_2110,Wednesday,449,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1425,20170705_2111,Wednesday,450,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1426,20170705_2112,Wednesday,451,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1427,20170705_2113,Wednesday,452,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1428,20170705_2114,Wednesday,453,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1429,20170705_2115,Wednesday,454,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1430,20170705_2116,Wednesday,455,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1431,20170705_2117,Wednesday,456,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1432,20170705_2118,Wednesday,457,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1433,20170705_2119,Wednesday,458,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1434,20170705_2120,Wednesday,459,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1435,20170705_2121,Wednesday,460,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1436,20170705_2122,Wednesday,461,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1437,20170705_2123,Wednesday,462,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1438,20170705_2124,Wednesday,463,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1439,20170705_2125,Wednesday,464,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1440,20170705_2126,Wednesday,465,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1441,20170705_2127,Wednesday,466,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1442,20170705_2128,Wednesday,467,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1443,20170705_2129,Wednesday,468,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1444,20170705_2130,Wednesday,469,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1445,20170705_2131,Wednesday,470,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1446,20170705_2132,Wednesday,471,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1447,20170705_2133,Wednesday,472,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1448,20170705_2134,Wednesday,473,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1449,20170705_2135,Wednesday,474,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1450,20170705_2136,Wednesday,475,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1451,20170705_2137,Wednesday,476,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1452,20170705_2138,Wednesday,477,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1453,20170705_2139,Wednesday,478,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1454,20170705_2140,Wednesday,479,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1455,20170705_2141,Wednesday,480,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1456,20170705_2142,Wednesday,481,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1457,20170705_2143,Wednesday,482,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1458,20170705_2144,Wednesday,483,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1459,20170705_2145,Wednesday,484,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1460,20170705_2146,Wednesday,485,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1461,20170705_2147,Wednesday,486,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1462,20170705_2148,Wednesday,487,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1463,20170705_2149,Wednesday,488,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1464,20170705_2150,Wednesday,489,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1465,20170705_2151,Wednesday,490,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1466,20170705_2152,Wednesday,491,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1467,20170705_2153,Wednesday,492,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1468,20170705_2154,Wednesday,493,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1469,20170705_2155,Wednesday,494,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1470,20170705_2156,Wednesday,495,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1471,20170705_2157,Wednesday,496,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1472,20170705_2158,Wednesday,497,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1473,20170705_2159,Wednesday,498,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1474,20170705_2200,Wednesday,499,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1475,20170705_2201,Wednesday,500,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1476,20170705_2202,Wednesday,501,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1477,20170705_2203,Wednesday,502,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1478,20170705_2204,Wednesday,503,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1479,20170705_2205,Wednesday,504,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1480,20170705_2206,Wednesday,505,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1481,20170705_2207,Wednesday,506,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1482,20170705_2208,Wednesday,507,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1483,20170705_2209,Wednesday,508,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1484,20170705_2210,Wednesday,509,BENIGN,0,test,lstm,Wednesday_GAP_022,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1485,20170706_1359,Thursday,1,BENIGN,0,train,lstm,Thursday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1486,20170706_1400,Thursday,2,BENIGN,0,train,lstm,Thursday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
1487,20170706_1401,Thursday,3,BENIGN,0,train,lstm,Thursday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
